tweet,length,label
 And why ,9,0
Wo waqt b Dekha h tarekh ki gharion ne  Lamhon ne khta ki thi sadion ne saza PaiPakistan me den dehare daka Dal dia gia ab IMF hogi ham ham him gy hamari nasleen hongi ,168,0
 All to ,8,0
in the history of Pakistan  You guys were talking about grace  Is this what you call grace   Shahzad Sarwar Advocate    ,120,0
 That ia target to make Pakistan a default state and they are working on it ,76,0
 This is Reaction of Overseas Pakistani people who pay taxes and they are using same Tax money of poor country on their Umarah  Is that Justified I dont think so This is anger and frustration of common pakistani people who felt betrayed and lost hope  in Pakistan right now,273,0
Rana rule in Pakistan says Arab media  Please google info if you are not aware of it   ,87,0
You are the best thing that has happened to Pakistan in a long time leading the nation with faith humility and boundless determination and resolve   ,149,0
  Kiya Pakistan may Jo kuch ho raha hay wo Hona chahiyay Jo bhi ghalut kaam karey ga wo jootay deserve kerta hay Bush ko joota para because he deserved that Shahbaz Shareef ko para because he deserve this Has nothing to do with being Pakistani Plz stop manipulating situations,276,0
 No Not at all There arent any chances of sighting moon in Pakistan on Labour day  Meteorological department,108,0
 Demand ,8,0
I am suadis ambassador in pakistan  Anyone remember,51,0
Lanati shaitan,14,0
Ya ALLAH PAKISTAN ko nuksan pohnchaana waloon ko nesto nabood kar de AMIN IN SHA ALLAH  ,88,0
   Hope you have wached Mones in Neya Pakistan with shahzad Iqbal,65,0
 And why ,9,0
Wo waqt b Dekha h tarekh ki gharion ne  Lamhon ne khta ki thi sadion ne saza PaiPakistan me den dehare daka Dal dia gia ab IMF hogi ham ham him gy hamari nasleen hongi ,168,0
  ,,
 All to ,8,0
in the history of Pakistan  You guys were talking about grace  Is this what you call grace   Shahzad Sarwar Advocate    ,120,0
 That ia target to make Pakistan a default state and they are working on it ,76,0
 This is Reaction of Overseas Pakistani people who pay taxes and they are using same Tax money of poor country on their Umarah  Is that Justified I dont think so This is anger and frustration of common pakistani people who felt betrayed and lost hope  in Pakistan right now,273,0
Rana rule in Pakistan says Arab media  Please google info if you are not aware of it   ,87,0
                                                       ,55,
                            ,28,
You are the best thing that has happened to Pakistan in a long time leading the nation with faith humility and boundless determination and resolve   ,149,0
  Kiya Pakistan may Jo kuch ho raha hay wo Hona chahiyay Jo bhi ghalut kaam karey ga wo jootay deserve kerta hay Bush ko joota para because he deserved that Shahbaz Shareef ko para because he deserve this Has nothing to do with being Pakistani Plz stop manipulating situations,276,0
 No Not at all There arent any chances of sighting moon in Pakistan on Labour day  Meteorological department,108,0
 Demand ,8,0
I am suadis ambassador in pakistan  Anyone remember,51,0
Lanati shaitan,14,0
What a sight of shame when a justice Minister of UAE came to recieve the criminalconvicted out on bail PM and its fellow criminals from PAKISTAN  Its a clear massage to currently impossed criminals govt to fuck of No one wants to take them seriouslyWhole world know the truth,275,0
 Well done you are ture daughter of Pakistan ,45,0
 My point is he couldve done so much for Pakistan given that he couldnt be blackmailed by MNAs amp constituency politics yet he kept making blunders that were too costly for Pak Our country could not recover from his NRO with PPPPMLN even to this date,251,0
Pakistan and Saudi Arabia are bound by fraternal relationship marked by mutual trust and understanding close cooperation and an abiding tradition of supporting each other      ,176,0
 Barhi maanoosiat he aap se Allah swt aap ko aur ahl o ayal ko khush aur painda rakhe,85,0
Shukar Allhumdulillah   Abi to start ha Abi Imran Khan ny Pakistan k choro ko khatam karna ha inshallah,103,0
  No doubt she was one of the best actress of Pakistan but now her era is finished ,83,0
You are the best thing that has happened to Pakistan in a long time leading the nation with faith humility and boundless determination and resolve   ,149,0
 P T I Must go to Supreme Court against the salman shahbaz and Hassan Nawaz for attending the official meeting of shabaz sharif meeting with crown prince  Because its violating the official secrets act of Pakistan laws,218,0
 1 mashwara ha khan sahab k lia long march k lia logon ko pegham dain k sirf pakistan national flag ly k niklain quomi yakjehti nazar ai gi pti flag sy sirf 1 party ki struggle ka taasar jai ga jbky ye issue ab sirf pti ka nhi pori quom ka ha,242,0
A British citizen who said before that Pakistans law doesnt apply to him What is he doing in the official meeting of the Islamic Republic of Pakistan          ,159,0
         Today the Pakistan Army and General Bajwa are not synonymous They are two completely different entities    Gen Bajwas highly dangerous and inflammable attempts at associating him and his actions with that of the institution of the Pakistan Army are near existential,274,1
Jab Mengai march howa tha to Babloo kia Pakistan aye the Begarat Aurat ios ka jawab do ,87,0
Pharmaceutical goods export decreases 325pc in 3 quarters   ,60,0
Pakistan  Extreme power outages heatwave disrupt life in Pakistan  ,67,0
What a sight of shame when a justice Minister of UAE came to recieve the criminalconvicted out on bail PM and its fellow criminals from PAKISTAN  Its a clear massage to currently impossed criminals govt to fuck of No one wants to take them seriouslyWhole world know the truth,275,0
 Well done you are ture daughter of Pakistan ,45,0
 My point is he couldve done so much for Pakistan given that he couldnt be blackmailed by MNAs amp constituency politics yet he kept making blunders that were too costly for Pak Our country could not recover from his NRO with PPPPMLN even to this date,251,0
Pakistan and Saudi Arabia are bound by fraternal relationship marked by mutual trust and understanding close cooperation and an abiding tradition of supporting each other      ,176,0
 Barhi maanoosiat he aap se Allah swt aap ko aur ahl o ayal ko khush aur painda rakhe,85,0
Shukar Allhumdulillah   Abi to start ha Abi Imran Khan ny Pakistan k choro ko khatam karna ha inshallah,103,0
  No doubt she was one of the best actress of Pakistan but now her era is finished ,83,0
You are the best thing that has happened to Pakistan in a long time leading the nation with faith humility and boundless determination and resolve   ,149,0
 P T I Must go to Supreme Court against the salman shahbaz and Hassan Nawaz for attending the official meeting of shabaz sharif meeting with crown prince  Because its violating the official secrets act of Pakistan laws,218,0
 1 mashwara ha khan sahab k lia long march k lia logon ko pegham dain k sirf pakistan national flag ly k niklain quomi yakjehti nazar ai gi pti flag sy sirf 1 party ki struggle ka taasar jai ga jbky ye issue ab sirf pti ka nhi pori quom ka ha,242,0
A British citizen who said before that Pakistans law doesnt apply to him What is he doing in the official meeting of the Islamic Republic of Pakistan          ,159,0
         Today the Pakistan Army and General Bajwa are not synonymous They are two completely different entities    Gen Bajwas highly dangerous and inflammable attempts at associating him and his actions with that of the institution of the Pakistan Army are near existential,274,1
Jab Mengai march howa tha to Babloo kia Pakistan aye the Begarat Aurat ios ka jawab do ,87,0
Pharmaceutical goods export decreases 325pc in 3 quarters   ,60,0
Pakistan  Extreme power outages heatwave disrupt life in Pakistan  ,67,0
PM arrived to Makkah during his official visit prayed for the prosperity of Pakistan during his Umrah      ,107,0
  No one trust is on looters,28,0
   Not blunders dear brother calculated selfserving moves In his vision to hell with the army to hell with the people and to hell with Pakistan His children will live in USA with millions of dollars in bribes to be play withMay the traitor go to hell,250,0
Waziristan me kal eid hay aur Saudi Arab me parson aur Waziristan Pakistan me hayye konsa chand hay jo sirf Waziristan me nazar aata ,133,0
Afghanistans supreme leader wants world to recognise Taliban govt  Better nothing should be said Pakistan World Power Manifesto  ,129,0
Pakistan Needs Election  Sign the Petition   via ,49,0
 2 Our policy manipulation by interest groups is easy one MoF and FBR act as balancer I think decision making out of FBR wouldnt help It would create distortion between operations and policy This coherence is must in economies like Pakistan,240,0
       via ,11,0
 what type character you are,28,0
  The Devil Politician of Pakistan politics,43,1
 P T I Must go to Supreme Court against the salman shahbaz and Hassan Nawaz for attending the official meeting of shabaz sharif meeting with crown prince  Because its violating the official secrets act of Pakistan laws,218,0
   Bu konuda rnek vereyim lkeye gelen Pakistan li Afgan vesaire hepsi cebinde 10bin dolarla geliyor Simsarlara yem olup paray kaptirinca almak zorunda kalyor  Senin beenmediin ileri bunlar yapyor sonra alm gc skoya da da dt  Sanki tr den farkmz mi,247,0
Muqbala Hoga ab sab say Hogaye dakuuu chorrr beghairtu ka Tolainn sabko btana hogaab bat Pakistan ki baqa or ghairat ki hai sipasalaar b khamoush hai130 num wala bin choro ko seport krta hai   ,193,0
 Seriously this discrimination at state level must be stopped Monstly they think Lahore and upper Punjab is only Pakistan rest of the Pakistanis are getting into inferiority complex,181,0
   Nigeria Bangladesh Myanmar Pakistan Belice Liberiaes que madre ma gente que pasa por la escuela pero la escuela no pasa por ellos,132,0
Pakistan k tamam idary ye pic dekho  ghour se or btaen kuch sharm ati hy   ,75,0
  Yes jurm idary krty hain saza Punjabi ko lekin hmain phir bhi koshish krni hogi Pakistan ky liye bardasht krni hongi chezain,126,0
 Ap plz udar se boht duain karain Pakistan k liye Khan k liye ,62,0
Second you  only the enemies of Pakistan will be using religious card against political opponents Pakistan has suffered the most from extremism,143,0
PM arrived to Makkah during his official visit prayed for the prosperity of Pakistan during his Umrah      ,107,0
  No one trust is on looters,28,0
   Not blunders dear brother calculated selfserving moves In his vision to hell with the army to hell with the people and to hell with Pakistan His children will live in USA with millions of dollars in bribes to be play withMay the traitor go to hell,250,1
Waziristan me kal eid hay aur Saudi Arab me parson aur Waziristan Pakistan me hayye konsa chand hay jo sirf Waziristan me nazar aata ,133,0
Afghanistans supreme leader wants world to recognise Taliban govt  Better nothing should be said Pakistan World Power Manifesto  ,129,0
Pakistan Needs Election  Sign the Petition   via ,49,0
 2 Our policy manipulation by interest groups is easy one MoF and FBR act as balancer I think decision making out of FBR wouldnt help It would create distortion between operations and policy This coherence is must in economies like Pakistan,240,0
       via ,11,0
 what type character you are,28,0
  The Devil Politician of Pakistan politics,43,1
 P T I Must go to Supreme Court against the salman shahbaz and Hassan Nawaz for attending the official meeting of shabaz sharif meeting with crown prince  Because its violating the official secrets act of Pakistan laws,218,0
   Bu konuda rnek vereyim lkeye gelen Pakistan li Afgan vesaire hepsi cebinde 10bin dolarla geliyor Simsarlara yem olup paray kaptirinca almak zorunda kalyor  Senin beenmediin ileri bunlar yapyor sonra alm gc skoya da da dt  Sanki tr den farkmz mi,247,0
Muqbala Hoga ab sab say Hogaye dakuuu chorrr beghairtu ka Tolainn sabko btana hogaab bat Pakistan ki baqa or ghairat ki hai sipasalaar b khamoush hai130 num wala bin choro ko seport krta hai   ,193,0
 Seriously this discrimination at state level must be stopped Monstly they think Lahore and upper Punjab is only Pakistan rest of the Pakistanis are getting into inferiority complex,181,0
   Nigeria Bangladesh Myanmar Pakistan Belice Liberiaes que madre ma gente que pasa por la escuela pero la escuela no pasa por ellos,132,0
Pakistan k tamam idary ye pic dekho  ghour se or btaen kuch sharm ati hy   ,75,0
  Yes jurm idary krty hain saza Punjabi ko lekin hmain phir bhi koshish krni hogi Pakistan ky liye bardasht krni hongi chezain,126,0
 Ap plz udar se boht duain karain Pakistan k liye Khan k liye ,62,0
Second you  only the enemies of Pakistan will be using religious card against political opponents Pakistan has suffered the most from extremism,143,0
COAS is really pushing this blasphemy nonsense against IK amp PTI This is the only angle he has got Establishment has been nurturing amp training extremists for years for the sole purpose of thwarting democracy in Pakistan COAS amp his cronies are the fifth column in Pakistan,276,1
  Look at this traitor  Mir Bajwas stooges        ,50,1
Thank you  You are the first ever PM to be ousted on good performance The corrupt incompetent imported govt and their handlers couldnt see Pakistan prosper ,156,0
  Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,217,0
The true heroes of pakistan They tried their best to save pakistan from this imported government and thats what matters the most Proud of all of them      ,155,0
 99 Come Out ,13,0
Yeh poraane Pakistan mein light boht zyada nahi jaane lag gai ,62,0
Pakistan zindabad  ,19,0
 Acha to pher kia package mila miss ap k showbazz ko Kia saudi badsha se mulaqat hoi Itne baray delgation e pakistan k liye kia hasil kiya Ap bhi apni chool apne pass hi rekhe,175,0
  Please give us ur zakat ,26,0
 My brother in ChristUsaid is also a name in Pakistan,53,0
   Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba,88,0
 Speaking punjabi but pakistan hai,34,0
 Pakistan ZINDABAD imran khan ZINDABAD nd    ,45,0
 General keep up the good work we are proud of you and all those who defend our motherland but for God sake let the few around Bajwa and Bajwa himself knowthey need to wake up and hold themselves up to the pledge they took on their passing out day in KakulPakistan Zindabad,273,0
Chorr Shabaz Sharif ,20,0
  Pakistan aur Pakistan ki khuddar awam Zindabad,48,0
Top story                                                see more  ,67,0
PM Shehbaz ki Safaa aur Marwa kay Mouqaam per Pakistan kay lie Duaein       ,76,0
 Pakistan ZINDABAD imran khan ZINDABAD nd    ,45,0
Allah Pakistan ko choro k khandan se bacha le jaldi   ,54,0
 prayed for the harmony and peace of Pakistan after doing SaI of Safa and Marwa      ,85,0
 Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba,86,0
 Whatever he do he will not gain his reputation back until people of Pakistan are given their rights to vote,108,0
  I believe he is there and what is the question He is nephew of PM cousin of CM Punjab brother of defacto leader son of the supreme leader of Pakistan I wonder why Bilawal is shaking hands why not him,201,0
Thank you  You are the first ever PM to be ousted on good performance The corrupt incompetent imported govt and their handlers couldnt see Pakistan prosper ,156,0
  Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,217,0
The true heroes of pakistan They tried their best to save pakistan from this imported government and thats what matters the most Proud of all of them      ,155,0
 99 Come Out ,13,0
Yeh poraane Pakistan mein light boht zyada nahi jaane lag gai ,62,0
  Please give us ur zakat ,26,0
 My brother in ChristUsaid is also a name in Pakistan,53,0
   Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba,88,0
 Speaking punjabi but pakistan hai,34,0
 Pakistan ZINDABAD imran khan ZINDABAD nd    ,45,0
 General keep up the good work we are proud of you and all those who defend our motherland but for God sake let the few around Bajwa and Bajwa himself knowthey need to wake up and hold themselves up to the pledge they took on their passing out day in KakulPakistan Zindabad,273,0
Chorr Shabaz Sharif ,20,0
  Pakistan aur Pakistan ki khuddar awam Zindabad,48,0
Top story                                                see more  ,67,0
PM Shehbaz ki Safaa aur Marwa kay Mouqaam per Pakistan kay lie Duaein       ,76,0
 Pakistan ZINDABAD imran khan ZINDABAD nd    ,45,0
Allah Pakistan ko choro k khandan se bacha le jaldi   ,54,0
 prayed for the harmony and peace of Pakistan after doing SaI of Safa and Marwa      ,85,0
 Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba,86,0
 Jo khud Pakistan ke sagay nhi unke liye muhib e waqat hona kya meaning rakhta hai yeh log nhi jaan saktay,106,0
 Si los amigos no estn para apoyarme en los chistes malos entonces Pakistn,74,0
ConfidentBrave ReligiousCaring Intelligent Interesting Patriotic only our Leader of Pakistan   Nation Hero Alhamdulillah Pakistan have Great PM Imran Khan Gift of Pak Nation Allah blessed him with every step of life Ameen   ,224,0
PM performs the first Umrah after assuming office Kisses HajreAswad and prays for the harmony of Pakistan       ,112,0
bhikaari bnaaney aaye hein iss baar kuj nahi chorrein gy Allah Pak maded fermaye Pakistan ki,92,0
Pakistan Zindabad  ,19,0
  Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,217,0
Chorain sir in batoo ko How is going with porana Pakistan   ,60,0
 koe sochhhhhhh bi nae sktaaa  imrankhan proud of Pakistan and Muslim world,75,0
I have 32 new followers from Pakistan Saudi Arabia and more last week See    ,77,0
 Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,216,0
    IK is the only prime Minister in history jes ne sedha Beg kia tha Sedha begging straight away   Baqi buisness plan kartay hai jesay Miftah is there and will do meetings now what can they assist and pakistan can offer,220,1
Very bold honest amp need of the hour action Pakistanis cannot allow a handful of judges corrupted piliticians to play with the destiny of Pakistan No to American Sazish No to American agents in Pakistan No to corrupt imported government,237,0
 Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba,86,0
Dajjali NIYAZIshab e QADER koi ZARORI NHIlanat niyazi KYA KYA apny ADMIshetaan sey kehalwaRAHAlanat lanat,105,0
  Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,217,0
 Whatever he do he will not gain his reputation back until people of Pakistan are given their rights to vote,108,0
  I believe he is there and what is the question He is nephew of PM cousin of CM Punjab brother of defacto leader son of the supreme leader of Pakistan I wonder why Bilawal is shaking hands why not him,201,0
Imran Khan is coming back as Prime Minister of Pakistan inshaALLAH,66,0
  Abi agay agay dakhain in ki hub e watani ja k America me ya Europe me settle honi hai Raj Pakistan me aur interests west me Allah hi Pakistan ka Hafiz,152,0
 besharam ourat tmhary leader bhagory k buchy aj  lyny saudi arab gaye hai  pakistan aty mout parti thi inko,108,0
They wont because they are not involved in Pakistan politics however when time comes they will come to bury their father unlike your beloved leader who didnt accompany his mothers dead body same as his sons didnt for their mother Haram khao gay toa aesi olaad hi ho gy na,271,0
The new Prime Minister of Pakistan has performed Umrah and prayed for the Muslim Ummat and betterment of Pakistan       ,120,0
Now a days a judicial martial law by establishment to throw out the elected governor and imposed the puppet government by regime of USA only for dollar  very black  day in history of Pakistan  since20220429061801UTC  ,217,0
 Morakh lekhay ga or hamari naslay paray gii ak ankar Imran Khan b tha jab Pakistan par chor daku masalat ho gay tow iss marday Mujahid nay Pakistan ko bachanay main bohat kam kia haq k leya or batel ko shakist day k leya great Ankar,233,0
     Ha ha what the hell can the US do with bases in India Attack Afghanistan from India by crossing over Pakistan Instead of teaching me about searching about international relations you should get a global map first,217,0
Nations are build in difficult times lets dont spread polarization instead advocate harmony and unity We are doing nothing but harming our own motherland Pakistan needs Pakistaniat above political ethnical social and linguistic difference Pakistan hy to hum Hain ,263,0
Pakistan military made many sacrifices to defend constitution of country which is equal for every one   ,104,0
 Hamara b yehi yakeen hai k zulm karne wale aur Pakistan ko khula nuksan pohnchane wale imported karigar jald anjam ko pohnchain ge Election ka intezar hai,155,0
   India is the biggest country in South Asia with the biggest population  Yet in 2020 GDP per PPP of India is 19 GDP per PPP of Bangladesh is 20 GDP per PPP of Pakistan is 12   India vast population is extremely poor,217,0
  InshaAllah ap dakhiyay ga ye sb imported govt jail mn hongayAllah Pak k karam sy hamara leader  dobara ain gy waisay hud hogi hyBasharmi kiAp social media py check kren Pakistan mazak ban gya hy worlld k samny,211,0
TehrikeTaliban Pakistan TTP releases statement backing Afghan Talibans announcement of celebrating Eid on Sunday TTP says Taliban regime is the sole Islamic state in the world and Muslim countries esp people of Pakistans KP and Balochistan should celebrate Eid tomorrow,269,0
  Welcome to Purana Pakistan,28,0
 Munafqeen e Pakistan in makka,30,0
The difference between PTI and other parties is of the vision What Imran Kahan has understood no one can imagine The PDM brand thinks that people will come on the call of Imran Khan whereas fact is Imran Khan knows that he has to come out on the call of people,260,0
 Jo khud Pakistan ke sagay nhi unke liye muhib e waqat hona kya meaning rakhta hai yeh log nhi jaan saktay,106,0
 Si los amigos no estn para apoyarme en los chistes malos entonces Pakistn,74,0
ConfidentBrave ReligiousCaring Intelligent Interesting Patriotic only our Leader of Pakistan   Nation Hero Alhamdulillah Pakistan have Great PM Imran Khan Gift of Pak Nation Allah blessed him with every step of life Ameen   ,224,0
PM performs the first Umrah after assuming office Kisses HajreAswad and prays for the harmony of Pakistan       ,112,0
bhikaari bnaaney aaye hein iss baar kuj nahi chorrein gy Allah Pak maded fermaye Pakistan ki,92,0
Pakistan Zindabad  ,19,0
  Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,217,0
Chorain sir in batoo ko How is going with porana Pakistan   ,60,0
 koe sochhhhhhh bi nae sktaaa  imrankhan proud of Pakistan and Muslim world,75,0
I have 32 new followers from Pakistan Saudi Arabia and more last week See    ,77,0
 Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,216,0
    IK is the only prime Minister in history jes ne sedha Beg kia tha Sedha begging straight away   Baqi buisness plan kartay hai jesay Miftah is there and will do meetings now what can they assist and pakistan can offer,220,1
Very bold honest amp need of the hour action Pakistanis cannot allow a handful of judges corrupted piliticians to play with the destiny of Pakistan No to American Sazish No to American agents in Pakistan No to corrupt imported government,237,0
 Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba,86,0
Dajjali NIYAZIshab e QADER koi ZARORI NHIlanat niyazi KYA KYA apny ADMIshetaan sey kehalwaRAHAlanat lanat,105,0
  Dua zehra is Still in huge danger She needs to get out of there right now This is a Clear case of human trafficking Pakistani logo jago This can not go on for every daughter of Pakistan Ab time hai Kuch Karo   via  ,217,0
Sharifs are malignant cancer of Pakistan            ,52,0
  If our leaders are sincere in giving up RIBA then buckle up for sanctions We have to surrender the membership of UN Once exiting from UN membership Pakistan will be treated like Islamic Emirate of Afghanistan IEA,214,0
              Ya to ap pakistan mein nahn rehti ya phir ap kisi army officer ki sahib zaadi hain Ya phir kui aisi majburi hai jo apko haq bayan karnay say rok rahi hai Ya phir apnay pakistan ki tareekh nh parhi jis mein army nay kab kaisa kirdaar adda kia Meri maazrat,268,0
       52  HD      Watch More 52 News HD Update Click The Link     ,67,0
Pakistans economy has survived a global epidemic Corona but will not survive a conspiracy of noconfidence motion We are sinking the countrys bankruptcy is imminent ,164,0
  U must be living in CLOUD CUCKOO Land my friend India already condemn Pakistan for arresting fishermen recently called Pakistan envoy to do official complaint after Pakistan navy shot dead Gujarati fishermen also filed case but didnt do for Tamil fishermen yet,262,0
 Tm SB jooty Charsi Agent Isril India  Agent Pakistan ko Civil War k Taraf ly jha rehy O Agent Charsi Sweeper DryCleaner Hair dressers ki Party PTI,147,0
 Yehi jazbaat har sachay Pakistani k Hain Khan k sath Hain Pakistan awaam,73,0
   Nah Not happening  Too loyal to their chain of command and institution  Pakistan comes second Sadly,102,0
The most unfortunate sideeffects of the post Musharraf era is the delusional beatification of Benazir Bhutto in the intellectual circles of Pakistan being imposed on the public Very unnecessary and contrary to reality which few people beyond polite society believe,264,0
We have no  limitation  Dont mess my country  Ham Pakistan kay Malik hain  ISI zinda bad  Pakistan paindabad  ,110,0
Now a days a judicial martial law by establishment to throw out the elected governor and imposed the puppet government by regime of USA only for dollar  very black  day in history of Pakistan  since20220429061801UTC  ,217,0
 Morakh lekhay ga or hamari naslay paray gii ak ankar Imran Khan b tha jab Pakistan par chor daku masalat ho gay tow iss marday Mujahid nay Pakistan ko bachanay main bohat kam kia haq k leya or batel ko shakist day k leya great Ankar,233,0
     Ha ha what the hell can the US do with bases in India Attack Afghanistan from India by crossing over Pakistan Instead of teaching me about searching about international relations you should get a global map first,217,0
 Pakistan ka gadaar hai  Ion torne wala haraamkhor,50,0
 Pakistan ki badqismati,23,0
 stop bull shit by this moulvi dakosla bastards of moulvi  stop bringing these so called moulvi otherwise bastards of Pakistan,126,0
G BilkulPakistan mai aik muntahib hakoomat ko Boot maar kr ghar bhej diya gyaapuraa Pakistan sarko per hairaat 12 bajay courts faislay de rahi hai apnay man pasand politicians k liyekoi baat kray to watan se loyal nhi1 sazish ho gai aur armed forces chup hain ,260,0
The ouster of   How much involvement did the  have in  coup  ,61,0
   every day its a possibility as it has been for decades now these fear mongering pieces are simply that its much more likely when you never expect it and india or pakistan use them,182,0
 Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba logon pakistan azad kro paglon ghundon ki hakomat na manzoor,147,0
I am from Ukraine after to Pakistan drunk I accetenly say paki boy what happened here do I yell new internet comes ty almost attacked all peeps are totally useless feeled good people People magazine needed new material about my change it depends drugs how I act now fl  ,270,0
     Challo fir Pakistan wala punjab leh ke dakhao  Uthe himmat nai haigi bolan di,82,0
 No person institution or constitution is above pakistan Our first priority should be defending our country from all evil eyes because the ones who r getting paid for this job r bz in political engineering,205,0
 Joke nai mazak  ,17,0
Uncle Bajwa I salute you for securing your Joker kind of kids future  And I salute for fucking whole  future      ,114,0
  Owen follow back its pakistan,31,0
Yes Pakistan will get more C130s Will break the news when time is right But Y20s are also in the list down the line in the future,129,0
   Pakistans Forever PM,23,0
 Sir ab Pakistan log palha jasa log ni rahya ab sub Pakistani khan bn gya ha or ak he mission ha ab sub ka k imran khan imran khan imran khan koi b ni rook sakta is sunami ko ab love u,184,0
May I suggest smaller gatherings in all cities across Pakistan till then Thats how Bangladesh did it We should learn from other successful folk    ,147,0
ABD ile srail  SArabistanBAEMsr ve Pakistan da iine alan bir konsorsiyumla Ortadouda Arap Bahar gibi yeni bir oyunun peine dm grnyor  Kresel sistemin iinde olacamz zaten belirtmitik Bu pln dahilindeTrkiyeye de lider bir rol verildii anlalyor,241,0
 Babar bhai Allah pak appka Umrah qabool faryme Plz pray for Pakistan,69,0
Pakistan and Saudi Arabia are bound by fraternal relationship marked by mutual trust and understanding close cooperation and an abiding tradition of supporting each other      ,176,0
Every country has an army except Pakistan the army has a country,64,1
 That is totally right the people who want again Ik as a PM of Pakistan those people have no personal gain just wanted to Pakistan,130,0
Actual Pakistan is with you,27,0
 THINK ABOUT PAKISTAN,21,0
 These freedoms are just pretexts to invade weak countries to plunder their resources A country which cannot provide basic health facilities to its own citizens cares a lot about the citizens of other countries through the barrel of the guns manufactured by its war industry,274,1
 That poor soul is another hand in begging for funds May ALLAH set bless my Pakistan and save It from Thugs    ,111,0
To conduct election within 3 month of National Assembly dissolve is the constitutional duty impose on Election commissioner of Pakistan Then why Election commissioner statement go against it constitutional duties   ,215,0
 around 6633 of menopause starts at the age of 3640 average in pakistan maryam nawaz is almost 48 right  koi baat logic ke sath bhi kr liya kren blind followers ,161,0
Iska or kaam kiya hai apne iqtidaar k liye yeh wapis Pakistan ki awam ko used karega jaise 2014 k dharne mein kiya tha126 din ka dharne ka credit khud leta hai 126 din sirf 1 ghanta speech k liye Ata tha or wapis banigala apne Ghar bhag jata tha yeh Kahan ka dharna hua,269,0
  Great  madam,14,0
 Maqboza pakistan ki azadi ky liye election forn kerwae jain pakistani awam ka mutalba logon pakistan azad kro paglon ghundon ki hakomat na manzoor,147,0
Hum pe chOor musalat hogaye hum sharminda he hen Aee Mere Wattan Pakistan       ,80,0
 You played a great role and saved the country from a mad man also we need you in progress of Pakistanthanx,107,0
 Ap ko bhe pta or sb ko pta is wakt Pakistan Qoum kis ka sath hai ab to international media or Twitter na bhe bta dia par khar Dil ko tasli achi hai galib Ap log umeed pa imported hakoomat qaym rakha   bta da inha Pakistan ki awam kis ka sath hai Kya pta yakeen ajya,266,0
 For boomers Pakistan is still in its 80s A huge miscalculation,63,0
 Choor aur loot mar karny waly phir agayi besharmo ,51,0
PTI only favours dynastic politics when it works in its favour otherwise its the root cause of all corrupt practices in Pakistan  Only favours elections commission courts or establishment when they work in favour of PTI amp democracy when they are elected into office,267,0
 Hahahah fitne ho tm log allah ka shukar he pakistan azad he bs tm jese firma parston se azadi pani he ab,105,0
PM Shehbaz ki Safaa aur Marwa kay Mouqaam per Pakistan kay lie Duaein       ,76,0
Army chief of Pakistan photo with businessman makes no sense,60,0
Stand With Imran Khan Former Prime Minister  Islamic Republic of Pakistan  ,75,0
       Maa baap ne naam to azeem rakha lekin baatein aap bohat pastt kerte hain ,80,0
 Sabar karo bibi pakistan k jo b khalaf gia rehna us ka kuch b nae hai Allah janat k jitna nuqsan tum logo ny dia pakistan ko itna india ny b nae dia hona America ka jo yar hai ghadar hai ghadar hai ,199,0
Ye jo qabzi hu rahy hai Pakistan mai qoum daik rahy hai yad rakna wu din dourr nhi jub qoum GHQ or abparaa mai akarrr apna qabzaa krlegy q k ye mulk humara ha tum jaisy samraj ka ghulam tatoon ka nhi ju retired hu kr bagh jaty ha  ,231,0
  Bharat desh unka nahi jo kashmir me hindu ki genocide kare unka nahi jo terrorism ko support kare aur unka bhi nahi jo Italy se aake bharat pe rule karne lage Rehna hai bharat me to bharat ko Pakistan bana ne ke sapney mat Dekho,230,1
